irn,EventID,Type,Status,Title,Section,Commenced,Completed,Description,Locality,Organizer,Curator,Designer,ObjectIDs
3819,EX1981.81,Exhibition,Completed,"S.T.E.P.:  Technology and the Decorative Arts","Anthony Wayne Bank, Fort Wayne, IN",1981-07-01,1981-07-31,"",Internal,"","","",
3820,EX1981.82,Exhibition,Completed,"S.T.E.P.:  Technology and the Decorative Arts","State Traveling Exhibition Program",1981-03-15,1982-03-22,"",Internal,"","","",
3821,EX1981.83,Exhibition,Completed,"S.T.E.P.:  Technology and the Decorative Arts","Martinsville Arts Council, Martinsville, IN",1981-08-24,1981-09-23,"",Internal,"","","",
3822,EX1981.84,Exhibition,Completed,"S.T.E.P.:  Technology and the Decorative Arts","Elwood High School, Elwood, IN",1981-10-07,1981-11-09,"",Internal,"","","",
3823,EX1981.85,Exhibition,Completed,"S.T.E.P.:  Publicity to Propaganda: the Fine Art of the Poster","State Traveling Exhibition Program",1981-01-08,1981-07-19,"",Internal,"","","",
2221,EX1982.1,Exhibition,Completed,"Indiana Collects: 100 Years of American Prints and Drawings","Beesley Gallery",1982-01-05,1982-03-01,"",Internal,"","","",
2222,EX1982.2,Exhibition,Completed,"Arts Insight Postcard Competition Winners","Long Gallery",1982-01-12,1982-01-31,"",Internal,"","","",
2223,EX1982.3,Exhibition,Completed,"Forever Free:  Art by African-American Women, 1862-1980","3rd Floor Krannert Galleries",1982-01-18,1982-02-15,"",Internal,"","","",26333 | 
2224,EX1982.4,Exhibition,Completed,"Japanese Stencils","AFNB Gallery - Downtown",1982-01-25,1982-04-27,"",Internal,"","","",
2225,EX1982.5,Exhibition,Completed,"800 Years of Chinese Painting and Calligraphy","3rd Floor North Gallery",1982-01-26,1982-04-04,"",Internal,"","","",
2226,EX1982.6,Exhibition,Completed,"S.T.E.P:  Annual Report 1982","State Traveling Exhibition Program",1982-01-01,1982-12-31,"",Internal,"","","",
2227,EX1982.7,Exhibition,Completed,"The Radiance of Flowers: The Franklin Mead Collection of Chinese Ceramics","",1982-01-30,1982-04-04,"",Internal,"","","",
2228,EX1982.8,Exhibition,Completed,"Weavers Guild of Indiana","Long Gallery",1982-02-01,1982-02-28,"",Internal,"","","",
2229,EX1982.9,Exhibition,Completed,"Orr Portrait Competition","",1982-02-05,1982-02-08,"",Internal,"","","",
2230,EX1982.10,Exhibition,Completed,"Charles Schiefer: Stone Sculpture","Long Gallery",1982-03-02,1982-03-31,"",Internal,"","","",
2231,EX1982.11,Exhibition,Completed,"Photographs by Balthazar Korab","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1982-03-07,1982-05-09,"",Internal,"","","",
2232,EX1982.12,Exhibition,Completed,"S.T.E.P.:  The Expressive German Prints 1895 - 1930","Indiana University Northwest, Gary, IN",1982-01-13,1982-03-01,"",Internal,"","","",
2233,EX1982.13,Exhibition,Completed,"S.T.E.P.:  Technology and the Decorative Arts","Grace College, Winona Lake, IN",1982-01-18,1982-02-19,"",Internal,"","","",
2234,EX1982.14,Exhibition,Completed,"Symphony in Color","Beesley Gallery",1982-03-09,1982-04-11,"",Internal,"","","",
2235,EX1982.15,Exhibition,Completed,"The Museum Collects: 1883-1906","3rd Floor South Gallery",1982-03-16,1982-05-02,"",Internal,"","","",8563 | 13698 | 10922 | 37087 | 3713 | 37383 | 2327 | 6616 | 27818 | 22452 | 27648 | 22453 | 16482 | 14113 | 
2236,EX1982.16,Exhibition,Completed,"Gayle and James Austin: Handwoven Rugs & Leather Objects","Long Gallery",1982-04-06,1982-04-30,"",Internal,"","","",
2237,EX1982.17,Exhibition,Completed,"Recent Accessions","Fauvre Gallery",1982-04-20,1982-05-30,"",Internal,"","","",17724 | 14785 | 5874 | 
2238,EX1982.18,Exhibition,Completed,"Museum in Bloom","",1982-04-21,1982-04-24,"",Internal,"","","",
2239,EX1982.19,Exhibition,Completed,"S.T.E.P.:  Publicity to Propaganda: The Fine Art of the Poster","AFNB Gallery , Indianapolis, IN",1982-04-28,1982-08-03,"",Internal,"","","",
2240,EX1982.20,Exhibition,Completed,"Japanese Stencils","Beesley Gallery",1982-05-03,1982-06-06,"",Internal,"","","",
2241,EX1982.21,Exhibition,Completed,"Walter Schmidt and Barbara Bihler: Potter and Mary Ann Robertson: Quilts","Long Gallery",1982-05-04,1982-05-30,"",Internal,"","","",
2242,EX1982.22,Exhibition,Completed,"Adolph Gottlieb: A Retrospective","3rd Floor Galleries",1982-05-19,1982-06-20,"",Internal,"","","",
2243,EX1982.23,Exhibition,Completed,"Bonsai Tree Society Annual Exhibition","Herron Hall",1982-05-22,1982-05-23,"",Internal,"","","",
2244,EX1982.24,Exhibition,Completed,"S.T.E.P.:  Landscapes by Indiana Artists","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1982-05-23,1982-07-25,"",Internal,"","","",11716 | 37087 | 34712 | 16502 | 3713 | 7587 | 673 | 7697 | 
2245,EX1982.25,Exhibition,Completed,"S.T.E.P.:  Technology and the Decorative Arts","Tippecanoe County Historical Association, Lafayette, IN",1982-02-22,1982-03-22,"",Internal,"","","",
2246,EX1982.26,Exhibition,Completed,"Martha Opdahl: Textiles and Robert Burnell: Pottery","Long Gallery",1982-06-01,1982-06-30,"",Internal,"","","",
2247,EX1982.27,Exhibition,Completed,"Drawings by Gianlorenzo Bernini","Fauvre and Beesley Galleries",1982-06-08,1982-07-25,"",Internal,"","","",
2248,EX1982.28,Exhibition,Completed,"Painting and Sculpture Today 1982","3rd Floor Galleries",1982-07-06,1982-08-15,"",Internal,"","","",
2249,EX1982.29,Exhibition,Completed,"Richard Jolley: Blown Glass","Long Gallery",1982-07-06,1982-07-31,"",Internal,"","","",
2250,EX1982.30,Exhibition,Completed,"Gifts of the Gamboliers, 1928 - 1936","Beesley Gallery",1982-07-27,1982-11-07,"",Internal,"","","",13749 | 
2251,EX1982.31,Exhibition,Completed,"That's Entertainment","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1982-08-01,1982-09-26,"",Internal,"","","",
2252,EX1982.32,Exhibition,Completed,"The Old Masters of Taos","3rd Floor Gallery",1982-04-05,1982-07-31,"",Internal,"","","",
2253,EX1982.33,Exhibition,Completed,"*Dene*: Works on and of Paper, and Rosalyn Tyge: Porcelains","Long Gallery",1982-08-03,1982-08-31,"",Internal,"","","",
2254,EX1982.34,Exhibition,Completed,"Forms in Color","AFNB Gallery, Indianapolis",1982-08-04,1982-10-26,"",Internal,"","","",
2255,EX1982.35,Exhibition,Completed,"Batuz: Works in Paper","3rd Floor South Gallery",1982-08-31,1982-09-26,"",Internal,"","","",
2256,EX1982.36,Exhibition,Completed,"Fashion Technology: A Tribute to the Modiste","Lilly Pavilion",1982-09-01,1982-12-01,"",Internal,"","","",6647 | 53760 | 13361 | 14785 | 18259 | 
2257,EX1982.37,Exhibition,Completed,"Garden Club Exhibition","",1982-09-01,1982-09-02,"",Internal,"","","",
2258,EX1982.38,Exhibition,Completed,"Vanderlaan & Bliss: Blown and Etched Glass and Marilyn Price: Quilted Wall Hangings & Garments","Long Gallery",1982-09-07,1982-09-30,"",Internal,"","","",
2259,EX1982.39,Exhibition,Completed,"Alliance Rental Gallery","",1982-09-20,1982-11-07,"",Internal,"","","",
2260,EX1982.40,Exhibition,Completed,"Scott and Lisa Nelles: Bronze Sculpture and Jack Brubaker: Forged Steel","Long Gallery",1982-10-05,1982-10-31,"",Internal,"","","",
2261,EX1982.41,Exhibition,Completed,"Chinese Sleevebands","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1982-10-10,1992-11-28,"",Internal,"","","",
2262,EX1982.42,Exhibition,Completed,"Chinese Sleevebands","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1982-10-10,1992-11-28,"",Internal,"","","",
2263,EX1982.43,Exhibition,Completed,"Second Century Dinner","",1982-10-11,1982-10-11,"",Internal,"","","",
2264,EX1982.44,Exhibition,Completed,"Art of the Avant-Garde in Russia: Selections from the George Costakis Collection","3rd Floor Galleries",1982-10-17,1982-12-12,"",Internal,"","","",
2265,EX1982.45,Exhibition,Completed,"Pop Art Prints","AFNB Gallery - Downtown",1982-10-27,1983-01-25,"",Internal,"","","",
2266,EX1982.46,Exhibition,Completed,"Orchid Society","",1982-10-30,1982-10-31,"",Internal,"","","",
2267,EX1982.47,Exhibition,Completed,"David W. Herrold: Pottery","Long Gallery",1982-11-02,1982-11-30,"",Internal,"","","",
2268,EX1982.48,Exhibition,Completed,"Steven V. Correia: Blown Glass","Long Gallery",1982-12-07,1982-12-29,"",Internal,"","","",
2269,EX1982.49,Exhibition,Completed,"Dickens Illustrators","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1982-12-12,1983-01-23,"",Internal,"","","",
2270,EX1982.50,Exhibition,Completed,"Dickens Illustrators","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1982-12-12,1982-01-23,"",Internal,"","","",
2271,EX1982.51,Exhibition,Completed,"Holiday Flowers","",1982-12-14,1982-12-31,"",Internal,"","","",
2272,EX1982.52,Exhibition,Completed,"Christmas at Lilly Pavillion","Lilly Pavilion",1982-12-17,1983-01-02,"",Internal,"","","",
2273,EX1982.53,Exhibition,Completed,"Chinese Sleevebands","Lilly Pavilion",1982-12-17,1983-05-30,"",Internal,"","","",
2274,EX1982.54,Exhibition,Completed,"Original Teachers of the Herron School","3rd Floor North Gallery",1982-12-19,1983-01-17,"",Internal,"","","",
2275,EX1983.1,Exhibition,Completed,"Arts Insight Postcard Series II","Long Gallery",1983-01-11,1983-01-30,"",Internal,"","","",
2276,EX1983.2,Exhibition,Completed,"The Aura of Neo-Impressionism: The W.J. Holliday Collection","3rd Floor South Gallery",1983-01-26,1983-03-20,"",Internal,"","","",17302 | 812 | 
2277,EX1983.3,Exhibition,Completed,"Master Drawings and Watercolors from the Collection of the IMA","3rd Floor North Gallery",1983-01-26,1983-03-13,"",Internal,"","","",25039 | 3449 | 
2278,EX1983.4,Exhibition,Completed,"Valentines: The Art of Romance","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1983-02-01,1983-03-03,"",Internal,"","","",
2279,EX1983.5,Exhibition,Completed,"Phil Beaver: Basketry and Jack and Hally Hays; Basketry","Long Gallery",1983-02-01,1983-02-27,"",Internal,"","","",
2280,EX1983.6,Exhibition,Completed,"Clare F. Hollett: Porcelain/Clay and Annie Ward: Painted Floor Canvases","Long Gallery",1983-03-01,1983-03-31,"",Internal,"","","",
2281,EX1983.7,Exhibition,Completed,"Selections from the Corporate Collection of Home News Enterprises","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1983-03-13,1983-05-01,"",Internal,"","","",
2282,EX1983.8,Exhibition,Completed,"Symphony in Color","Beesley Gallery",1983-03-15,1983-04-17,"",Internal,"","","",
2283,EX1983.9,Exhibition,Completed,"Becky Brown: Clay","Long Gallery",1983-04-05,1983-04-30,"",Internal,"","","",
2284,EX1983.10,Exhibition,Completed,"A Collector's Choices: Asian Art from the Collection of Dr. Walter A. Compton","3rd Floor Galleries",1983-04-20,1983-06-05,"",Internal,"","","",
2285,EX1983.11,Exhibition,Completed,"Depression Era Woodcuts by C. M Sonen","AFNB Gallery - Downtown",1983-04-25,1983-06-30,"",Internal,"","","",
2286,EX1983.12,Exhibition,Completed,"Phillip Tennant, John McNaughton, and Jack Gates -- Wood Sculpture","Long Gallery",1983-05-03,1983-05-31,"",Internal,"","","",69126 | 
2287,EX1983.13,Exhibition,Completed,"Fashion Technology: A Tribute to the Modiste","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1983-06-06,1983-07-31,"",Internal,"","","",6647 | 32531 | 
2288,EX1983.14,Exhibition,Completed,"Hmong: Pandao","Long Gallery",1983-06-07,1983-06-30,"",Internal,"","","",
2289,EX1983.15,Exhibition,Completed,"69th Indiana Artists Show","3rd Floor Galleries",1983-06-22,1983-08-07,"",Internal,"","","",
2290,EX1983.16,Exhibition,Completed,"Anne McKenzie Nickolson: Textiles and Richard Tuck: Stoneware Potter","Long Gallery",1983-07-06,1983-07-31,"",Internal,"","","",
2291,EX1983.17,Exhibition,Completed,"Kathryn Clark: Handmade Paper and Margaret Prentice: Handmade Paper Constructions","Long Gallery",1983-08-02,1983-08-31,"",Internal,"","","",
2292,EX1983.18,Exhibition,Completed,"Selections from the 69th Indiana Artists Show","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1983-08-14,1983-10-02,"",Internal,"","","",
2293,EX1983.19,Exhibition,Completed,"Painters-Illustrators of the American West","Eiteljorg Gallery",1983-09-01,1984-01-31,"",Internal,"","","",
2294,EX1983.20,Exhibition,Completed,"Richard and Marj Peeler: Sculpture, Pottery & Ceramic Art","Long Gallery",1983-09-06,1983-09-30,"",Internal,"","","",
2295,EX1983.21,Exhibition,Completed,"Fabrics in Celebration - From the Collection","3rd Floor Galleries",1983-09-07,1983-10-23,"",Internal,"","","",25581 | 8543 | 33566 | 24892 | 26198 | 9603 | 14419 | 27868 | 17089 | 13620 | 25581 | 25824 | 15015 | 8894 | 14477 | 7142 | 12712 | 220 | 18453 | 22061 | 32531 | 26725 | 20242 | 5106 | 8199 | 13002 | 
2296,EX1983.22,Exhibition,Completed,"The State of Sculpture: The Rental Gallery Show","Sculpture Court",1983-09-13,1983-10-09,"",Internal,"","","",
2297,EX1983.23,Exhibition,Completed,"Carol Ward: Textiles & Wearable Art and Michael Cohen: Pottery","Long Gallery",1983-10-04,1983-10-30,"",Internal,"","","",
2298,EX1983.24,Exhibition,Completed,"The Art of Japanese Stencils","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1983-10-16,1983-12-04,"",Internal,"","","",
2299,EX1983.25,Exhibition,Completed,"Drew Smith: Blown Glass","Long Gallery",1983-11-01,1983-11-30,"",Internal,"","","",
2300,EX1983.26,Exhibition,Completed,"Beauty and Tranquility: The Eli Lilly Collection of Chinese Art","3rd Floor Galleries",1983-11-23,1984-01-22,"",Internal,"","","",32171 | 28910 | 35245 | 3252 | 27475 | 37134 | 9016 | 30238 | 
2301,EX1983.27,Exhibition,Completed,"Scott Frankenberger: Pottery","Long Gallery",1983-12-01,1983-12-31,"",Internal,"","","",
2302,EX1983.28,Exhibition,Completed,"A Storey House Holiday","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1983-12-04,1984-01-08,"",Internal,"","","",26759 | 16931 | 
2303,EX1983.29,Exhibition,Completed,"Alliance Acquisitions","Fauvre Gallery",1983-12-12,1984-01-15,"",Internal,"","","",36995 | 36078 | 26990 | 
2304,EX1983.30,Exhibition,Completed,"Christmas at the Lilly Pavilion of Decorative Arts","Lilly Pavilion",1983-12-16,1983-12-31,"",Internal,"","","",
3841,EX1983.31,Exhibition,Completed,"Museum in Bloom","2nd Floor Galleries",1983-05-05,1983-05-07,"",Internal,"","","",
3842,EX1983.32,Exhibition,Completed,"Americans in Venice","AFNB, Indianapolis, IN",1983-07-18,1983-11-21,"",Internal,"","","",
3843,EX1983.33,Exhibition,Completed,"Contemporary Graphics","Beesley Gallery",1983-09-20,1983-11-14,"",Internal,"","","",
3844,EX1983.34,Exhibition,Completed,"Views on the Rhine, 1820","AFNB, Indianapolis, IN",1983-11-22,1984-02-10,"",Internal,"","","",
3845,EX1983.35,Exhibition,Completed,"Radiance and Virtue:  The R. Norris Shreve Collection of Chinese Jade","Smithsonian Traveling",1983-09-25,1986-06-29,"",Internal,"","","",
3846,EX1983.36,Exhibition,Completed,"Radiance and Virtue:  The R. Norris Shreve Collection of Chinese Jade","Smithsonian Traveling Exhibition",1983-09-25,2086-06-29,"",Internal,"","","",
2305,EX1984.1,Exhibition,Completed,"Arts Insight Postcard Series III Featuring Indiana Artists","Long Gallery",1984-01-03,1984-01-31,"",Internal,"","","",
2306,EX1984.2,Exhibition,Completed,"Indiana Expatriot: Richard Black 1888 - 1915","Beesley Gallery",1984-01-10,1984-03-05,"",Internal,"","","",
2307,EX1984.3,Exhibition,Completed,"Forms in Color: 23 prints of 18 American Painters from 1960s and 1970s.  Features abstract artists Larry Zox, Robert Motherwell, Sam Francis, Lee Krasner and Helen Frankenthaler","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1984-01-15,1984-03-25,"",Internal,"","","",
2308,EX1984.4,Exhibition,Completed,"Dan and Sue Potter: Raku","Long Gallery",1984-02-07,1984-02-29,"",Internal,"","","",
2309,EX1984.5,Exhibition,Completed,"Constructivism and the Geometric Tradition: Selections from the McCrory Corp. Collection","3rd Floor Galleries",1984-02-08,1984-04-01,"",Internal,"","","",
2310,EX1984.6,Exhibition,Completed,"Beth Changstrom: Porcelain Vases & Platters","Long Gallery",1984-03-06,1984-03-31,"",Internal,"","","",
2311,EX1984.7,Exhibition,Completed,"Symphony in Color","Beesley Gallery",1984-03-13,1984-04-15,"",Internal,"","","",
2312,EX1984.8,Exhibition,Completed,"Spirit and Ritual: The Morse Collection of Ancient Chinese Bronzes","Fauvre Gallery",1984-03-22,1984-05-06,"",Internal,"","","",
2313,EX1984.9,Exhibition,Completed,"Pop Art","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1984-04-01,1984-05-27,"",Internal,"","","",
2314,EX1984.10,Exhibition,Completed,"Nancy Crow: Quilts","Long Gallery",1984-04-03,1984-04-29,"",Internal,"","","",
2315,EX1984.11,Exhibition,Completed,"Architectural Capriccios by Lebbeus Woods","Beesley Gallery",1984-04-24,1984-06-24,"",Internal,"","","",
2316,EX1984.12,Exhibition,Completed,"Kay Clay: Watercolors","Alliance Rental Gallery",1984-04-24,1984-05-06,"",Internal,"","","",
2317,EX1984.13,Exhibition,Completed,"Many Hands, Inc.: Baskets and Gary S. Prater: Handmade Furniture","Long Gallery",1984-05-01,1984-05-31,"",Internal,"","","",
2318,EX1984.14,Exhibition,Completed,"Painting & Sculpture Today, 1984","3rd Floor Galleries",1984-05-01,1984-06-10,"",Internal,"","","",
2319,EX1984.15,Exhibition,Completed,"Gary S. Prater: Handmade Furniture","Long Gallery",1984-05-01,1984-05-31,"",Internal,"","","",
2320,EX1984.16,Exhibition,Completed,"George Carlson & The Tarahumara","",1984-05-01,1984-08-19,"",Internal,"","","",
2321,EX1984.17,Exhibition,Completed,"Bonsai Tree Exhibition","",1984-05-05,1984-05-06,"",Internal,"","","",
2322,EX1984.18,Exhibition,Completed,"The Ruth Allison Lilly Watch Collection","Herron Hall",1984-05-08,1984-07-29,"",Internal,"","","",30966 | 
2323,EX1984.19,Exhibition,Completed,"Accessions for Annual Meeting","",1984-05-08,1984-05-08,"",Internal,"","","",
2324,EX1984.20,Exhibition,Completed,"Klabunde, Hundertwasser and Wunderlich","AFNB Gallery - Downtown",1984-05-17,1984-09-10,"",Internal,"","","",
2325,EX1984.21,Exhibition,Completed,"African, Native American and Pre-Columbian Art: Selections from Private Collections","Fauvre Gallery",1984-05-22,1984-07-04,"",Internal,"","","",
2326,EX1984.22,Exhibition,Completed,"Karen Wolkoff: Blown Glass and Sally Ryan: Batik","Long Gallery",1984-06-05,1984-06-30,"",Internal,"","","",
2327,EX1984.23,Exhibition,Completed,"Youth Memorial Collection","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1984-06-10,1984-07-29,"",Internal,"","","",
2328,EX1984.24,Exhibition,Completed,"69th Indiana Artist Show","",1984-06-22,1984-08-07,"",Internal,"","","",
2329,EX1984.25,Exhibition,Completed,"Grand Prix de Rome: Paintings from the Ecole des Beaux-Arts, 1797-1863","3rd Floor Galleries",1984-07-03,1984-08-20,"",Internal,"","","",
2330,EX1984.26,Exhibition,Completed,"Jim Gorman: Ceramics","Long Gallery",1984-07-05,1984-07-30,"",Internal,"","","",
2331,EX1984.27,Exhibition,Completed,"Indianapolis in Print","DeBoest Lecture Hall",1984-07-06,1984-09-12,"",Internal,"","","",
2332,EX1984.28,Exhibition,Completed,"American Master Prints","Beesley Gallery",1984-07-07,1984-12-31,"",Internal,"","","",
2333,EX1984.29,Exhibition,Completed,"Curtis & Suzan Benzle: Porcelains","Long Gallery",1984-08-01,1984-08-31,"",Internal,"","","",
2334,EX1984.30,Exhibition,Completed,"Prints from Blocks: Gauguin to Now","Indianapolis Museum of Art at Columbus, Columbus, Indiana",1984-08-05,1984-09-16,"",Internal,"","","",
