eevents_key,irn,AdmPublishWebNoPassword,EveEventNumber,EveTypeOfEvent,EveExhibitionStatus,EveEventTitle,EveEventDescription,EveInternalOrExternalEvent,DatCommencementDate,DatCompletionDate,SecRecordStatus,AdmDateModified,,,,,,,,,,,,,
4932,6621,Yes,HIST1994.18,Outgoing Loan,Completed,From Monet to Matisse: Landscape Painting in France,"National Galleries of Scotland, Edinburgh, Scotland",External,8/11/1994,10/23/1994,Closed,7/20/2021,,,,,,,,,,,,,
4933,6772,Yes,HIST1994.19,Exhibition Prior to IMA Acquisition,Completed,Masterworks: Italian Design 1960-1994,"Denver Art Museum. Denver, Colorado",External,6/11/1994,8/7/1994,Closed,9/23/2021,,,,,,,,,,,,,
4934,4591,Yes,HIST1995.1,Outgoing Loan,Completed,Theodore Clement Steele: An American Master of Light,"Valparaiso University Museum of Art, Valparaiso, Indiana",External,12/10/1995,2/4/1996,Closed,2/8/2019,,,,,,,,,,,,,
4935,4617,Yes,HIST1995.2,Outgoing Loan,Completed,La Belle Epoque,"Nassau County Museum of Art, Roslyn Harbor, New York",External,6/11/1995,9/24/1995,Closed,2/8/2019,,,,,,,,,,,,,
4936,4826,Yes,HIST1995.3,Outgoing Loan,Completed,Winslow Homer,"National Gallery of Art, Washington, D.C.",External,10/15/1995,1/28/1996,Closed,2/8/2019,,,,,,,,,,,,,
4937,5540,Yes,HIST1995.4,Outgoing Loan,Completed,Indiana Department of the Secretary of State,"Indiana Statehouse, Indianapolis, Indiana",External,12/18/1995,1/10/2003,Closed,7/13/2021,,,,,,,,,,,,,
4938,5825,Yes,HIST1995.5,Outgoing Loan,Completed,Edward hopper and the American Imagination,"Whitney Museum of American Art, New York, New York",External,6/21/1995,10/15/1995,Closed,2/8/2019,,,,,,,,,,,,,
4939,5892,Yes,HIST1995.6,Outgoing Loan,Completed,From Realism to Symbolism:  The Belgian Avant-Garde,"Foundation Saint-John, Brugge, Belgium",External,6/30/1995,10/15/1995,Closed,2/8/2019,,,,,,,,,,,,,
4940,5909,Yes,HIST1995.7,Outgoing Loan,Completed,From Realism to Symbolism:  The Belgian Avant-Garde  1880-1900,"Foundation Saint-John, Brugge, Belgium",External,7/7/1995,10/2/1995,Closed,2/8/2019,,,,,,,,,,,,,
4941,6007,Yes,HIST1995.8,Exhibition Prior to IMA Acquisition,Completed,Gauguin and the School of Pont-Aven,"Museum of Art, Montreal, Canada",External,2/9/1995,4/15/1995,Closed,7/16/2021,,,,,,,,,,,,,
4942,6008,Yes,HIST1995.9,Exhibition Prior to IMA Acquisition,Completed,Gauguin and the School of Pont-Aven,"Dixon Gallery and Gardens, Memphis, Tennessee",External,5/6/1995,7/15/1995,Closed,7/16/2021,,,,,,,,,,,,,
4943,6009,Yes,HIST1995.10,Exhibition Prior to IMA Acquisition,Completed,Gauguin and the School of Pont-Aven,"San Diego Museum of Art, San Diego, California",External,7/28/1995,10/15/1995,Closed,7/16/2021,,,,,,,,,,,,,
4944,6010,Yes,HIST1995.11,Exhibition Prior to IMA Acquisition,Completed,Gauguin and the School of Pont-Aven,"Portland Museum of Art, Portland, Oregon",External,11/19/1995,1/14/1996,Closed,3/4/2021,,,,,,,,,,,,,
4945,6656,Yes,HIST1995.12,Outgoing Loan,Completed,Cézanne,"Reunion des Musèes Nationaux, Paris, France",External,1995-09-,1995-09-,Closed,7/26/2021,,,,,,,,,,,,,
4946,6676,Yes,HIST1995.13,Outgoing Loan,Completed,Lost Paradise: Symbolist Europe,"Montreal Museum of Fine Arts, Montreal, Canada",External,6/8/1995,10/15/1995,Closed,8/17/2022,,,,,,,,,,,,,
4947,4590,Yes,HIST1996.1,Outgoing Loan,Completed,Theodore Clement Steele: An American Master of Light,"Evansville Museum of Arts, History and Science, Evansville, Indiana",External,2/18/1996,3/31/1996,Closed,2/8/2019,,,,,,,,,,,,,
4948,4733,Yes,HIST1996.2,Outgoing Loan,Completed,The Shores of a Dream: Yasuo Kuniyoshi's Early Work in America,"Amon Carter Museum of American Art, Fort Worth, Texas",External,9/7/1996,3/30/1997,Closed,2/8/2019,,,,,,,,,,,,,
4949,4823,Yes,HIST1996.3,Outgoing Loan,Completed,Winslow Homer,"Metropolitan Museum of Art, New York, New York",External,6/17/1996,6/22/1996,Closed,2/8/2019,,,,,,,,,,,,,
4950,4824,Yes,HIST1996.4,Outgoing Loan,Completed,Winslow Homer,"Museum of Fine Arts Boston, Boston, Massachusetts",External,2/21/1996,5/26/1996,Closed,2/8/2019,,,,,,,,,,,,,
4951,4861,Yes,HIST1996.5,Outgoing Loan,Completed,Claude Monet,"Osterreichische Galerie - Belvedere, Vienna, Austria",External,3/13/1996,6/16/1996,Closed,2/8/2019,,,,,,,,,,,,,
4952,5062,Yes,HIST1996.6,Outgoing Loan,Completed,Impressionists: The Hoosier Group,"Fort Wayne Museum of Art, Fort Wayne, Indiana",External,11/16/1996,1/26/1997,Closed,2/8/2019,,,,,,,,,,,,,
4953,5811,Yes,HIST1996.7,Outgoing Loan,Completed,J.M.W. Turner,"National Gallery of Victoria, Melbourne, Austrailia",External,6/27/1996,9/10/1996,Closed,2/8/2019,,,,,,,,,,,,,
4954,5812,Yes,HIST1996.8,Outgoing Loan,Completed,J.M.W. Turner,"National Gallery of Austrailia, Canberra, Austrailia",External,3/16/1996,6/10/1996,Closed,2/8/2019,,,,,,,,,,,,,
4955,6011,Yes,HIST1996.9,Exhibition,Completed,Gauguin and the School of Pont-Aven,"Boston Museum of Fine Arts,  Boston, Masssachusetts",External,6/26/1996,9/16/1996,Closed,7/16/2021,,,,,,,,,,,,,
4956,6012,Yes,HIST1996.10,Exhibition Prior to IMA Acquisition,Completed,Gauguin and the School of Pont-Aven,"The Israel Museum, Jerusalem, Israel",External,10/15/1996,1/14/1997,Closed,3/4/2021,,,,,,,,,,,,,
4957,6054,Yes,HIST1996.11,Outgoing Loan,Completed,J.M.W. Turner and the Romantic Vision of the Holy Land and the Bible,"Boston College Museum of Art, Boston, Massachusetts",External,9/1/1996,12/15/1996,Closed,7/13/2021,,,,,,,,,,,,,
4958,6122,Yes,HIST1996.12,Outgoing Loan,Completed,David Alfaro Siqueiros (1896-1974),"Museo Nacional de Arte, Mexico City, Mexico",External,11/28/1996,2/16/1997,Closed,8/28/2019,,,,,,,,,,,,,
4959,6285,No,HIST1996.13,Outgoing Loan,Completed,"Vice Versa: German Painters in America - American Painters in Germany 1813-1913 (Vice Versa: Deutsche Maler in Amerika, Americanische Maler in Deutschland, 1813-1913)","German Historical Museum (Deutsches Historisches Museum), Berlin, Germany",External,9/19/1996,12/1/1996,Closed,11/20/2019,,,,,,,,,,,,,
4960,6444,No,HIST1996.14,Exhibition Prior to IMA Acquisition,Completed,Chihuly Over Venice,"Campo San Maurizio, Venice Italy (exhibition comprised of 15 locations among architectural sites and canals)",External,1996-09-,1/12/1996,Active,5/5/2023,,,,,,,,,,,,,
4961,6655,Yes,HIST1996.15,Outgoing Loan,Completed,Cézanne,"Philadelphia Museum of Art, Philadelphia, Pennsylvania",External,5/26/1996,9/1/1996,Closed,7/26/2021,,,,,,,,,,,,,
4962,4762,Yes,HIST1997.1,Exhibition Prior to IMA Acquisition,Completed,Gauguin et: Ecole de Pont-Aven,"Musée de Pont-Aven, Pont-Aven, France",External,6/28/1997,9/29/1997,Closed,7/16/2021,,,,,,,,,,,,,
4963,4763,Yes,HIST1997.2,Exhibition Prior to IMA Acquisition,Completed,Gauguin and the School of Pont-Aven,"Museum Würth, Künzelsau, Germany",External,3/2/1997,6/1/1997,Closed,7/19/2021,,,,,,,,,,,,,
4964,4821,Yes,HIST1997.3,Outgoing Loan,Completed,Master Hand: Individuality and Creativity Among Yoruba Sculptures,"Metropolitan Museum of Art, New York, New York",External,9/11/1997,8/1/1998,Closed,2/8/2019,,,,,,,,,,,,,
4965,4860,Yes,HIST1997.4,Outgoing Loan,Completed,Monet and the Mediterranean,"Kimbell Art Museum, Fort Worth, Texas",External,6/8/1997,9/7/1997,Closed,2/8/2019,,,,,,,,,,,,,
4966,4883,Yes,HIST1997.5,Exhibition Prior to IMA Acquisition,Completed,Pointillismus - Auf den Spuren von Georges Seurat,"Wallraf-Richartz Museum & Fondation Corboud, Cologne, Germany",External,9/5/1997,11/30/1997,Closed,2/8/2019,,,,,,,,,,,,,
4967,5395,Yes,HIST1997.6,Exhibition Prior to IMA Acquisition,Completed,On Country Roads and Fields - The Depiction of the 18th and 19th Century Landscape,"Rijksmuseum, Amsterdam, The Netherlands",External,11/28/1997,3/3/1998,Closed,9/10/2019,,,,,,,,,,,,,
4968,5494,Yes,HIST1997.7,Outgoing Loan,Completed,Monet and the Mediterranean,"Brooklyn Museum, Brooklyn, New York",External,10/10/1997,1/18/1998,Closed,2/8/2019,,,,,,,,,,,,,
4969,5865,Yes,HIST1997.8,Outgoing Loan,Completed,Georges Lemmem,"Musee d' Ixelles, Bruxelles, Belgium",External,4/24/1997,7/7/1997,Closed,2/8/2019,,,,,,,,,,,,,
4970,5893,Yes,HIST1997.9,Outgoing Loan,Completed,Les Relations Artistiques Entre la France et la Belgique de 1848 a 1914,"Reunions des musees nationaux: Musee d Orsay, Paris, France",External,3/18/1997,12/14/1997,Closed,7/15/2021,,,,,,,,,,,,,
4971,5927,Yes,HIST1997.10,Outgoing Loan,Completed,Pointillismus: Auf der Spuren von George Seurat; Le Pointilissme,"Wallraf-Richartz Museum; Cologne, Germany",External,9/5/1997,11/30/1997,Closed,2/15/2019,,,,,,,,,,,,,
4972,6013,Yes,HIST1997.11,Exhibition Prior to IMA Acquisition,Completed,Gauguin and the School of Pont-Aven,"Museum Würth, Künzelsau, Germany",External,3/1/1997,6/1/1997,Closed,7/16/2021,,,,,,,,,,,,,
4973,6698,Yes,HIST1997.12,Exhibition Prior to IMA Acquisition,Completed,Gauguin et l'Ecole de Pont-Aven,"Musée de Pont-Aven, Pont-Aven, France",External,6/28/1997,,Closed,7/25/2021,,,,,,,,,,,,,
4974,6718,No,HIST1997.13,Outgoing Loans-In,Completed,1997-2001 Loan to Permanent Collection,"Metropolitan Museum of Art, New York, New York",External,1997,2001,Closed,7/22/2021,,,,,,,,,,,,,
4975,6935,No,HIST1997.14,Outgoing Loan,Completed,African Influences in Contemporary Art: Artists of the Kwanzaa Playground,Columbus Museum of Art,External,6/13/1997,8/31/1997,,8/23/2022,,,,,,,,,,,,,
4976,4884,Yes,HIST1998.1,Exhibition Prior to IMA Acquisition,Completed,Pointillisme: Sur les traces de Seurat,"Fondation de l'Hermitage, Lausanne, Switzerland",External,1/23/1998,5/31/1998,Closed,2/8/2019,,,,,,,,,,,,,
4977,5060,Yes,HIST1998.2,Exhibition Prior to IMA Acquisition,Completed,Paul Gauguin - Tahiti,"Staatsgalerie Stuttgart, Stuttgart, Germany",External,1998,1998,Closed,2/8/2019,,,,,,,,,,,,,
4978,5076,Yes,HIST1998.3,Outgoing Loan,Completed,Alexander Theobald Van Laer: The Lost Landscapes,"The Mattatuck Museum, Waterbury, Connecticut",External,12/10/1998,2/14/1999,Closed,2/8/2019,,,,,,,,,,,,,
4979,5928,Yes,HIST1998.4,Outgoing Loan,Completed,Pointillismus:  Auf der Spuren von Georges Seurat: Le Pointillisme,"Foundation de l'Hermitage, Lausanne, Switzerland",External,1/23/1998,5/31/1998,Closed,2/15/2019,,,,,,,,,,,,,
4980,6021,Yes,HIST1998.5,Outgoing Loan,Completed,Millet - Van Gogh,"Musee d'Orsay, Paris, France",External,9/17/1998,1/3/1999,Closed,10/8/2020,,,,,,,,,,,,,
4981,6134,Yes,HIST1998.6,Outgoing Loan,Completed,"Impressions of the Riviera: Monet, Renoir, Matisse and their Contemporaries (formerly Monet to Matisse: Responses the Riviera)","Portland Museum of Art, Portland, Oregon",External,6/28/1998,10/18/1998,Closed,10/8/2020,,,,,,,,,,,,,
4982,6709,Yes,HIST1998.8,Outgoing Loan,Completed,Georges Lacombe,"Musée des Beaux Arts de Pont-Aven, Pont-Aven, France",External,6/27/1998,9/28/1998,Closed,7/25/2021,,,,,,,,,,,,,
4983,4562,Yes,HIST1999.1,Exhibition Prior to IMA Acquisition,Completed,Watteau and His World: French Drawing from 1700 to 1750,"The Frick Collection, New York, New York",External,10/19/1999,1/9/2000,Closed,2/8/2019,,,,,,,,,,,,,
4984,4635,Yes,HIST1999.2,Outgoing Loan,Completed,"Art Patronage in Taos, New Mexico: 1898-1950","Phoenix Art Museum, Phoenix, Arizona",External,12/11/1999,3/12/2000,Closed,2/8/2019,,,,,,,,,,,,,
4985,4636,Yes,HIST1999.3,Outgoing Loan,Completed,"Art Patronage in Taos, New Mexico: 1898-1950","Phoenix Art Museum, Phoenix, Arizona",External,8/15/1999,11/14/1999,Closed,2/8/2019,,,,,,,,,,,,,
4986,4637,Yes,HIST1999.4,Outgoing Loan,Completed,"Art Patronage in Taos, New Mexico: 1898-1950","Thomas Gilcrease Museum, Tulsa, Oklahoma",External,5/16/1999,7/18/1999,Closed,2/8/2019,,,,,,,,,,,,,
4987,4683,Yes,HIST1999.5,Outgoing Loan,Completed,Paris 1900: The American School at the Universal Exposition,"Montclair Art Museum, Montclair, New Jersey",External,8/18/1999,1/16/2000,Closed,2/8/2019,,,,,,,,,,,,,
4988,4743,Yes,HIST1999.6,Outgoing Loan,Completed,America: The New World in 19th Century Painting,"Österreichische Galerie Belvedere, Vienna, Austria",External,3/17/1999,6/20/1999,Closed,2/8/2019,,,,,,,,,,,,,
4989,5063,Yes,HIST1999.7,Outgoing Loan,Completed,Indiana Impressionists,"Greater Lafayette Museum of Art, Lafayette, Indiana",External,8/21/1999,10/17/1999,Closed,2/8/2019,,,,,,,,,,,,,
4990,5323,Yes,HIST1999.8,Outgoing Loan,Completed,Love and the American Dream: The Art of Robert Indiana,"Portland Museum of Art, Portland, Maine",External,6/24/1999,10/17/1999,Closed,2/8/2019,,,,,,,,,,,,,
4991,5324,Yes,HIST1999.9,Outgoing Loan,Completed,The American Century: Art and Culture 1900-2000,"Whitney Museum of American Art, New York, New York",External,9/23/1999,2/27/2000,Closed,2/8/2019,,,,,,,,,,,,,
4992,5333,Yes,HIST1999.10,Outgoing Loan,Completed,Georgia O'Keeffe: The Poetry of Things,"Dallas Museum of Art, Dallas, Texas",External,11/7/1999,1/30/2000,Closed,2/11/2019,,,,,,,,,,,,,
4993,5334,Yes,HIST1999.11,Outgoing Loan,Completed,Georgia O'Keeffe: The Poetry of Things,"Georgia O'Keeffe Museum, Santa Fe, New Mexico",External,8/7/1999,10/17/1999,Closed,2/8/2019,,,,,,,,,,,,,
4994,5335,Yes,HIST1999.12,Outgoing Loan,Completed,Georgia O'Keeffe: The Poetry of Things,"The Phillips Collection, Washington, D.C.",External,4/17/1999,7/18/1999,Closed,2/8/2019,,,,,,,,,,,,,
4995,5743,Yes,HIST1999.13,Outgoing Loan,Completed,The Fields of David Smith,"Storm King Art Center, Mountainville, New York",External,5/17/1999,11/15/1999,Active,2/8/2019,,,,,,,,,,,,,
4996,6055,Yes,HIST1999.14,Outgoing Loan,Completed,Cosmos: From Romanticism to the Avant-Garde,"Musee des Beaux-Art de Montreal, Montreal, Quebec, Canada",External,6/17/1999,10/17/1999,Closed,7/13/2021,,,,,,,,,,,,,
4997,6066,Yes,HIST1999.15,Outgoing Loan,Completed,Camille Pissarro and Impressionism,"Staatsgalerie Stuttgart, Stuttgart, Germany",External,12/11/1999,5/1/2000,Closed,9/30/2022,,,,,,,,,,,,,
4998,6117,Yes,HIST1999.16,Outgoing Loan,Completed,Arthur Wesley Dow and American Arts and Crafts,"Terra Museum of American Art, Chicago, Illinois",External,10/8/1999,1/2/2000,Closed,9/30/2022,,,,,,,,,,,,,
4999,6118,Yes,HIST1999.17,Outgoing Loan,Completed,Arthur Wesley Dow and American Arts and Crafts,"The Iris and B. Gerald Cantor Center for Visual Arts, Stanford University, Stanford, California",External,7/13/1999,9/19/1999,Closed,9/30/2022,,,,,,,,,,,,,
5000,4564,Yes,HIST2000.1,Exhibition Prior to IMA Acquisition,Completed,Watteau and His World: French Drawing from 1700 to 1750,"National Gallery of Canada, Ottawa, Ontario, Canada",External,2/11/2000,5/8/2000,Closed,2/8/2019,,,,,,,,,,,,,
5001,4589,Yes,HIST2000.2,Outgoing Loan,Completed,Forever Young: Children in Indiana Art,"Art Museum of Greater Lafayette, Lafayette, Indiana",External,11/18/2000,1/7/2001,Closed,2/8/2019,,,,,,,,,,,,,
5002,4633,Yes,HIST2000.3,Outgoing Loan,Completed,"Art Patronage in Taos, New Mexico: 1898-1950","Marion Koogler McNay Art Museum, San Antonio, Texas",External,,8/13/2000,Closed,2/8/2019,,,,,,,,,,,,,
5003,4634,Yes,HIST2000.4,Outgoing Loan,Completed,"Art Patronage in Taos, New Mexico: 1898-1950","Albuquerque Museum, Albuquerque, New Mexico",External,4/16/2000,7/16/2000,Closed,2/8/2019,,,,,,,,,,,,,
5004,4684,Yes,HIST2000.6,Outgoing Loan,Completed,Paris 1900: The American School at the Universal Exposition,"Elvehjem Art Center, University of Wisconsin- Madison, (since 2005 known as Chazen Museum of Art)",External,9/16/2000,12/3/2000,Closed,2/8/2019,,,,,,,,,,,,,
5005,4685,Yes,HIST2000.7,Outgoing Loan,Completed,Paris 1900: The American School at the Universal Exposition,"Columbus Museum of Art, Columbus, Ohio",External,5/18/2000,8/13/2000,Closed,2/8/2019,,,,,,,,,,,,,
5006,4686,Yes,HIST2000.8,Outgoing Loan,Completed,Paris 1900: The American School at the Universal Exposition,"Pennsylvania Academy of Fine Art, Philadelphia, Pennsylvania",External,2/11/2000,4/16/2000,Closed,2/8/2019,,,,,,,,,,,,,
5007,4796,Yes,HIST2000.9,Outgoing Loan,Completed,In Search of the Promised Land: Paintings by Frederic Edwin Church,"Portland Art Museum, Portland, Oregon",External,10/21/2000,1/3/2001,Closed,2/8/2019,,,,,,,,,,,,,
5008,4797,Yes,HIST2000.10,Outgoing Loan,Completed,In Search of the Promised Land: Paintings by Frederic Edwin Church,"Terra Museum of American Art, Chicago, Illinois",External,8/4/2000,10/1/2000,Closed,2/8/2019,,,,,,,,,,,,,
5009,4798,Yes,HIST2000.11,Outgoing Loan,Completed,In Search of the Promised Land: Paintings by Frederic Edwin Church,"Berry-Hill Galleries, New York, New York",External,4/25/2000,7/15/2000,Closed,2/8/2019,,,,,,,,,,,,,
5010,5476,Yes,HIST2000.12,Outgoing Loan,Completed,"Remington, Russell and the Language of Western Art","Memphis Brooks Museum, Memphis, Tennessee",External,11/16/2000,1/28/2001,Closed,2/8/2019,,,,,,,,,,,,,
5011,6056,Yes,HIST2000.13,Outgoing Loan,Completed,The Landscape of the Bible,"The Israel Museum, Jerusalem, Israel",External,9/5/2000,1/2/2001,Closed,7/13/2021,,,,,,,,,,,,,
5012,6115,Yes,HIST2000.14,Outgoing Loan,Completed,Arthur Wesley Dow and American Arts and Crafts,"Blandon Memorial Art Museum, Fort Dodge, Iowa",External,7/7/2000,10/1/2000,Closed,9/30/2022,,,,,,,,,,,,,
5013,6116,Yes,HIST2000.15,Outgoing Loan,Completed,Arthur Wesley Dow and American Arts and Crafts,"Museum of Fine Arts, Santa Fe, New Mexico",External,3/7/2000,6/18/2000,Closed,9/30/2022,,,,,,,,,,,,,
5014,4609,Yes,HIST2001.1,Outgoing Loan,Completed,Frederick C. Frieseke: Evolution of An American Impressionist,"Dixon Gallery and Gardens, Memphis, Tennessee",External,6/23/2001,8/19/2001,Closed,2/8/2019,,,,,,,,,,,,,
5015,4612,Yes,HIST2001.2,Outgoing Loan,Completed,Frederick C. Frieseke: Evolution of An American Impressionist,"San Diego Museum of Art, San Diego, California",External,9/8/2001,11/11/2001,Closed,2/8/2019,,,,,,,,,,,,,
5016,4614,Yes,HIST2001.3,Outgoing Loan,Completed,Frederick C. Frieseke: Evolution of An American Impressionist,"Telfair Museum of Art, Savannah, Georgia",External,3/20/2001,6/3/2001,Closed,2/8/2019,,,,,,,,,,,,,
5017,4688,Yes,HIST2001.4,Outgoing Loan,Completed,Paris 1900: The American School at the Universal Exposition,"Musée Carnavalet, Paris, France",External,2/2/2001,5/15/2001,Closed,2/8/2019,,,,,,,,,,,,,
5018,4727,Yes,HIST2001.5,Exhibition Prior to IMA Acquisition,Completed,Da Leonardo a Caravaggio,"Palazzo Reale, Il Cinquecento Lombardo, Milan, Italy",External,10/4/2000,2/25/2001,Closed,2/8/2019,,,,,,,,,,,,,
5019,4760,Yes,HIST2001.6,Outgoing Loan,Completed,A Century of American Watercolors,"Center for the Arts, Vero Beach, Florida",External,9/1/2001,11/11/2001,Closed,8/23/2022,,,,,,,,,,,,,
5020,4795,Yes,HIST2001.7,Outgoing Loan,Completed,In Search of the Promised Land: Paintings by Frederic Edwin Church,"Portland Museum of Art, Portland, Maine",External,1/18/2001,3/18/2001,Closed,2/8/2019,,,,,,,,,,,,,
5021,4657,Yes,HIST2001.8,Outgoing Loan,Completed,Impressionism Transformed: The Paintings of Edmund C. Tarbell,"Currier Gallery of Ar, Manchester, New Hampshire",External,10/13/2001,1/14/2002,Active,2/8/2019,,,,,,,,,,,,,
5022,5046,Yes,HIST2001.9,Outgoing Loan,Completed,Van Gogh and Gauguin: Studio of the South,"Art Institute of Chicago, Chicago, Illinois",External,9/22/2001,1/13/2002,Closed,3/4/2021,,,,,,,,,,,,,
5023,5472,Yes,HIST2001.10,Outgoing Loan,Completed,"Remington, Russell and Language of Western Art","Fred Jones Jr. Museum, University of Oklahoma, Norman, Oklahoma",External,10/5/2001,12/9/2001,Closed,2/8/2019,,,,,,,,,,,,,
5024,5473,Yes,HIST2001.11,Outgoing Loan,Completed,"Remington, Russell and the Language of Western Art","Bowers Museum of Cultural Art, Santa Ana, California",External,7/12/2001,9/16/2001,Closed,2/8/2019,,,,,,,,,,,,,
5025,5474,Yes,HIST2001.12,Outgoing Loan,Completed,"Remington, Russell and the Language of Western Art","Portland Art Museum, Portland, Oregon",External,4/26/2001,6/24/2001,Closed,2/8/2019,,,,,,,,,,,,,
5026,5475,Yes,HIST2001.13,Outgoing Loan,Completed,"Remington, Russell and the Language of Western Art","Society of the Four Arts, Palm Beach, Florida",External,2/16/2001,4/4/2001,Closed,2/8/2019,,,,,,,,,,,,,
5027,5567,No,HIST2001.14,Outgoing Loan,Completed,Vincent Van Gogh and the Avant-Garde: Painters of the Petit Boulevard,"Saint Louis Art Museum, Saint Louis, Missouri",External,2/17/2001,5/13/2001,Closed,2/8/2019,,,,,,,,,,,,,
5028,5810,Yes,HIST2001.15,Outgoing Loan,Completed,Joseph Mallord William Turner,"Museum Folkwang, Essen, Germany",External,9/15/2001,1/6/2002,Closed,2/8/2019,,,,,,,,,,,,,
5029,5910,Yes,HIST2001.16,Outgoing Loan,Completed,El Circulo de los XX,"Fundacion Cultural MAPFRE VIDA, Madrid, Spain",External,2/1/2001,4/1/2001,Closed,2/8/2019,,,,,,,,,,,,,
5030,6083,Yes,HIST2001.17,Outgoing Loan,Completed,"Rome 1600: Caravaggio, Carracci, Rubens","Royal Academy of Arts, London, England",External,1/20/2001,4/16/2001,Closed,10/22/2021,,,,,,,,,,,,,
5031,6084,Yes,HIST2001.18,Outgoing Loan,Completed,"Rome 1600: Caravaggio, Carracci, Rubens","Museo Nazionale del Palazzo di Venezia, Rome, Italy",External,5/2/2001,9/16/2001,Closed,10/22/2021,,,,,,,,,,,,,
5032,6114,Yes,HIST2001.19,Outgoing Loan,Completed,*TRAVELING* Crossroads of American Sculpture,"New Orleans Museum of Art, New Orleans, Louisiana",External,6/30/2001,9/2/2001,Closed,4/12/2022,,,,,,,,,,,,,
5033,6242,No,HIST2001.20,Outgoing Loan,Completed,Gauguin's Nirvana: Portrait of Meyer de Haan,"Wadsworth Atheneum Museum of Art, Hartford, Connecticut",External,1/26/2001,4/29/2001,Closed,9/10/2019,,,,,,,,,,,,,
