irn,LegalStatus,AccessionNo,Title,Creators,Culture,RecordType,MediumSupport,CreditLine,SummaryData,Publish,DagwoodID
"67832","Accessioned","2010.65","Chair no. 2","Designer: Maarten van Severen (Belgian, 1956 - 2005)\\Manufacturer: A IKI furniture","","Furnishings","wood and aluminum","Gift of A IKI Furniture","[2010.65] *Chair no. 2*, Severen, Maarten van, A IKI furniture",Yes,41687
"67833","Accessioned","2010.50","L' Aube et le temps qu'elle dure side chair","Designer: Sylvain Dubuisson (French, 1946 - )\\Manufacturer: TPU Industrie (French)","","Furnishings","aluminum and leather","Gift of the Alliance of the Indianapolis Museum of Art, Frank Curtis Springer & Irving Moxley Springer Purchase Fund, The Ballard Fund,  Jane Weldon Myers Acquisition Fund, Lucille Stewart Endowed Art Fund","[2010.50] *L' Aube et le temps qu'elle dure side chair*, Dubuisson, Sylvain, TPU Industrie",Yes,81742
"67835","Accessioned","2010.26","dress","Designer: Thierry Mugler (French, 1948 - )","","Costume","acetate, rayon","Lucille Stewart Endowed Art Fund","[2010.26] *dress*, Mugler, Thierry",Yes,80157
"67837","Accessioned","2010.22A-C","suit","Designer: Jean Paul Gaultier (French, 1952 - )","","Costume","Jacket: cotton, spandex, metal\Bra: cotton, rayon, nylon, rubber, metal\Skirt: cotton, rayon, nylon, rubber, metal","Deaccessioned Textiles Fund","[2010.22A-C] *suit*, Gaultier, Jean Paul",Yes,79328
"67838","Accessioned","2010.25","dress","Designer: Franco Moschino (Italian, 1950 - 1994)","","Costume","Dress : Acetate (55%) rayon (45%) metal, glass, and cotton\Lining: Acetate (60%) Rayon (40%)","Purchased with funds provided by the Textile Arts Fund, Maxwell Anderson, Laura McGrew, Agapito E. Morgan, Niloo Paydar, Petra Slinkard, Kathleen Kiefer","[2010.25] *dress*, Moschino, Franco",Yes,78788
"67839","Accessioned","2010.29","bathing suit","Designer: Donatella Versace (Italian, 1955 - )\\Manufacturer: Versace (Italian)","","Costume","nylon (80%) spandex (20%)","Purchased with funds provided by the Textile Arts Fund and Ellen W. Lee","[2010.29] *bathing suit*, Versace, Donatella, Versace",Yes,39312
"67840","Accessioned","2010.23A-C","suit","Designer: Jean Paul Gaultier (French, 1952 - )","","Costume","Jacket: rayon, polyester\Shirt: rayon, polyester, mother of pearl (shell)\Trousers: rayon","George W. O'Bannon Memorial Fund","[2010.23A-C] *suit*, Gaultier, Jean Paul",Yes,79302
"67841","Returned","TR11048/2","Mall of America","artist: Josephine Meckseper (German, 1973 - )","","Visual Works: Multimedia","Video, color, sound, transferred to DVD\12 minutes, 51 seconds","Courtesy of the artist, New York.","Returned - [TR11048/2] *Mall of America*, Meckseper, Josephine",No,16775
"6794","Accessioned","66.256","serpent head","","","Visual Works: Sculpture","stone","Gift of Mr. and Mrs. Earl C. Townsend, Jr.","[66.256] *serpent head*",Yes,41492
"67964","Accessioned","2009.493.2","Collective Tools cheese knife","Designer: Antonio Citterio (Italian, 1950 - )\\Manufacturer: Iittala (Finnish)","","Furnishings and Equipment","steel","Robertine Daniels Art Fund in Memory of Her Late Husband, Richard Monroe Fairbanks Sr., and Her Late Son, Michael Fairbanks","[2009.493.2] *Collective Tools cheese knife*, Citterio, Antonio, Iittala",No,39848
"67972","Deaccessioned","2009.511.7","Essence champagne glass","Designer: Alfredo Häberli (Argentine, 1964 - )\\Manufacturer: Iittala (Finnish)","","Containers","glass","Anonymous Endowed Decorative Art Fund","Disposed - [2009.511.7] *Essence champagne glass*, Häberli, Alfredo, Iittala",Yes,39930
"67973","Deaccessioned","2009.511.5","Essence red wine glass","Designer: Alfredo Häberli (Argentine, 1964 - )\\Manufacturer: Iittala (Finnish)","","Containers","glass","Anonymous Endowed Decorative Art Fund","Disposed - [2009.511.5] *Essence red wine glass*, Häberli, Alfredo, Iittala",Yes,39929
"67974","Deaccessioned","2009.511.3","Essence white wine glass","Designer: Alfredo Häberli (Argentine, 1964 - )\\Manufacturer: Iittala (Finnish)","","Containers","glass","Anonymous Endowed Decorative Art Fund","Disposed - [2009.511.3] *Essence white wine glass*, Häberli, Alfredo, Iittala",Yes,39928
"68009","Accessioned","2009.494A-B","Dahlström 98 3L stock pot","Designer: Björn Dahlström (Swedish, 1957 - )\\Manufacturer: Iittala (Finnish)","","Furnishings and Equipment","steel","Robertine Daniels Art Fund in Memory of Her Late Husband, Richard Monroe Fairbanks Sr., and Her Late Son, Michael Fairbanks","[2009.494A-B] *Dahlström 98 3L stock pot*, Dahlström, Björn, Iittala",Yes,77960
"68036","Accessioned","2009.429","Parts of a Rainbow chair (orange)","Designer: Christian Flindt (Danish, 1972 - )","","Furnishings","acrylic cast sheets","Deaccessioned Decorative/Design Arts Fund by exchange","[2009.429] *Parts of a Rainbow chair (orange)*, Flindt, Christian",Yes,33976
"68038","Accessioned","2009.430","Parts of a Rainbow chair (transparent)","Designer: Christian Flindt (Danish, 1972 - )","","Furnishings and Equipment","acrylic cast sheets","Deaccessioned Decorative/Design Arts Fund by exchange","[2009.430] *Parts of a Rainbow chair (transparent)*, Flindt, Christian",Yes,45786
"68087","Accessioned","2009.489.1A-B","Relations pitcher with stopper (grey)","Designer: Annaleena Hakatie (Finnish, 1965 - )\\Manufacturer: Iittala (Finnish)","","Containers","glass","Anonymous Endowed Decorative Art Fund","[2009.489.1A-B] *Relations pitcher with stopper (grey)*, Hakatie, Annaleena, Iittala",Yes,39865
"68090","Accessioned","2009.489.2","Relations pitcher","Designer: Annaleena Hakatie (Finnish, 1965 - )\\Manufacturer: Iittala (Finnish)","","Containers","glass","Anonymous Endowed Decorative Art Fund","[2009.489.2] *Relations pitcher*, Hakatie, Annaleena, Iittala",Yes,39915
"68091","Accessioned","2009.489.3","Relations bowl","Designer: Annaleena Hakatie (Finnish, 1965 - )\\Manufacturer: Iittala (Finnish)","","Containers","glass","Anonymous Endowed Decorative Art Fund","[2009.489.3] *Relations bowl*, Hakatie, Annaleena, Iittala",Yes,39927
"68094","Accessioned","2009.451","Knitted light fixture","Designer: Bertjan Pot (Dutch, 1975 - )\\manufacturer: Bertjan Pot (Dutch, 1975 - )","","Furnishings","fiber and resin","Lucille Stewart Endowed Art Fund","[2009.451] *Knitted light fixture*, Pot, Bertjan, Pot, Bertjan",Yes,39282
"68095","Accessioned","2009.496A-B","Sim & Saladin serving pieces (blue)","Designer: Jasper Morrison (British, 1959 - )\\Manufacturer: Alessi S.p.A. (Italian)","","Containers","polycarbonate","Robertine Daniels Art Fund in Memory of Her Late Husband, Richard Monroe Fairbanks Sr., and Her Late Son, Michael Fairbanks","[2009.496A-B] *Sim & Saladin serving pieces (blue)*, Morrison, Jasper, Alessi S.p.A.",Yes,43027
"68101","Deaccessioned","2009.498","Vällö watering can (black)","Designer: Monika Mulder (Dutch, 1972 - )\\Manufacturer: IKEA","","Furnishings and Equipment","polypropylene","Robertine Daniels Art Fund in Memory of Her Late Husband, Richard Monroe Fairbanks Sr., and Her Late Son, Michael Fairbanks","Disposed - [2009.498] *Vällö watering can (black)*, Mulder, Monika, IKEA",Yes,23037
"68102","Deaccessioned","2009.499","Vällö watering can (black)","Designer: Monika Mulder (Dutch, 1972 - )\\Manufacturer: IKEA","","Furnishings and Equipment","polypropylene","Robertine Daniels Art Fund in Memory of Her Late Husband, Richard Monroe Fairbanks Sr., and Her Late Son, Michael Fairbanks","Disposed - [2009.499] *Vällö watering can (black)*, Mulder, Monika, IKEA",Yes,23038
"68103","Accessioned","2009.500","Vällö watering can (purple)","Designer: Monika Mulder (Dutch, 1972 - )\\Manufacturer: IKEA","","Furnishings and Equipment","polypropylene","Robertine Daniels Art Fund in Memory of Her Late Husband, Richard Monroe Fairbanks Sr., and Her Late Son, Michael Fairbanks","[2009.500] *Vällö watering can (purple)*, Mulder, Monika, IKEA",Yes,23039
"68104","Accessioned","2009.501","Vällö watering can (pink)","Designer: Monika Mulder (Dutch, 1972 - )\\Manufacturer: IKEA","","Furnishings and Equipment","polypropylene","Robertine Daniels Art Fund in Memory of Her Late Husband, Richard Monroe Fairbanks Sr., and Her Late Son, Michael Fairbanks","[2009.501] *Vällö watering can (pink)*, Mulder, Monika, IKEA",Yes,38268
"68105","Deaccessioned","2009.502","Vällö watering can (orange)","Designer: Monika Mulder (Dutch, 1972 - )\\Manufacturer: IKEA","","Furnishings and Equipment","polypropylene","Robertine Daniels Art Fund in Memory of Her Late Husband, Richard Monroe Fairbanks Sr., and Her Late Son, Michael Fairbanks","Disposed - [2009.502] *Vällö watering can (orange)*, Mulder, Monika, IKEA",Yes,38269
"68109","Accessioned","2009.420","Enrico IV goblet","Designer: Bořek Šípek (Czech, 1949 - 2016)\\Manufacturer: Driade S.p.A.","","Containers","glass","Deaccessioned Decorative/Design Arts Fund","[2009.420] *Enrico IV goblet*, Šípek, Bořek, Driade S.p.A.",Yes,42568
"68110","Accessioned","2009.421","Enrico V goblet","Designer: Bořek Šípek (Czech, 1949 - 2016)\\Manufacturer: Driade S.p.A.","","Containers","glass","Deaccessioned Decorative/Design Arts Fund","[2009.421] *Enrico V goblet*, Šípek, Bořek, Driade S.p.A.",Yes,43835
"68111","Accessioned","2009.422","Liba armchair","Designer: Bořek Šípek (Czech, 1949 - 2016)\\Manufacturer: Driade S.p.A.","","Furnishings","Wood, rattan, and cane","Deaccessioned Decorative/Design Arts Fund","[2009.422] *Liba armchair*, Šípek, Bořek, Driade S.p.A.",Yes,43883
"68127","Accessioned","2009.471.2","Brigitte goblet","Designer: Bořek Šípek (Czech, 1949 - 2016)","","Containers","glass","Deaccessioned Decorative/Design Arts Fund","[2009.471.2] *Brigitte goblet*, Šípek, Bořek",Yes,43832
"68139","Returned","TR10974/1","Figura Alta","Designer: Monica Guggisberg (Swiss, 1955 - )\\Designer: Philip Baldwin (American, 1947 - )\\Manufacturer: Venini S.p.A. (Italian)","","Containers","glass","Lucille Stewart Endowed Art Fund","Returned - [TR10974/1] *Figura Alta*, Guggisberg, Monica, Baldwin, Philip",No,55308
"68204","Accessioned","2010.12.3","Essence carafe (pink)","Designer: Alfredo Häberli (Argentine, 1964 - )\\manufacturer: Iittala (Finnish)","","Containers","glass","Gift of Ittala, Inc.","[2010.12.3] *Essence carafe (pink)*, Häberli, Alfredo, Iittala",Yes,39932
"68260","Accessioned","2009.377","Crucifix","Artist: Juan Carreño de Miranda (Spanish, 1614 - 1685)","","Visual Works: Paintings","oil on panel","Deaccessioned European Fund, Gift of the Alfred Brod Galleries, Ltd. by exchange, Gift in memory of William Ray Adams by exchange, Gift of Mrs. Elijah B. Martindale by exchange, James E. Roberts Fund by exchange, Gift of Mr. and Mrs. Harrison Eiteljorg by exchange","[2009.377] *Crucifix*, Carreño de Miranda, Juan",Yes,41193
"68272","Accessioned","2009.573","Ship and Shells","Artist: Mildred McMillen (American, 1884 - 1940)","","Visual Works: Prints","woodblock print on cream Japan paper","Gift of Dr. Steven Conant in memory of Mrs. H. L. Conant and Mrs. H. E. Conant","[2009.573] *Ship and Shells*, McMillen, Mildred",Yes,70128
"68298","Accessioned","2010.70.1","Cranes, Bamboo and Pine","Artist: Matsumura Keibun (Japanese, 1779 - 1843)","","Visual Works: Paintings","ink, aqueous colors on silk, hanging scroll","Gift of Francine and Roger Hurwitz","[2010.70.1] *Cranes, Bamboo and Pine*, Matsumura Keibun",Yes,71563
"68315","Accessioned","2010.73","dress","Designer: Zandra L. Rhodes (British, 1940 - )","","Costume","silk chiffon, faux pearls, crystal beads, rhinestones","Gift of Alfred Shands","[2010.73] *dress*, Rhodes, Zandra Lindsey",Yes,78785
"68331","Accessioned","2010.21","topless bathing suit (monokini)","Designer: Rudi Gernreich (American, 1922 - 1985)","","Costume","wool","Mr. and Mrs. Richard Crane Fund","[2010.21] *topless bathing suit (monokini)*, Gernreich, Rudi",Yes,8105
"68332","Accessioned","2010.24","dress","Designer: Jean Paul Gaultier (French, 1952 - )","","Costume","nylon (78%) spandex (22%)","James V. Sweetser Fund, Lucille Stewart Endowed Art Fund, Mr. and Mrs. Richard Crane Fund, Mr. and Mrs. William B. Ansted, Jr. Art fund","[2010.24] *dress*, Gaultier, Jean Paul",Yes,79333
"68333","Accessioned","2010.37","evening dress","Designer: Yohji Yamamoto (Japanese, 1943 - )","","Costume","polyester","Mr. and Mrs. Richard Crane Fund","[2010.37] *evening dress*, Yohji Yamamoto",Yes,62029
"68333","Accessioned","2010.37","evening dress","Designer: Yohji Yamamoto (Japanese, 1943 - )","","Costume","polyester","Mr. and Mrs. Richard Crane Fund","[2010.37] *evening dress*, Yohji Yamamoto",Yes,62029
"68334","Accessioned","2011.16","dress","Designer: Azzedine Alaïa (French, 1940 - )","","Costume","acetate knit","Deaccessioned Textiles Fund, purchased with funds provided by Marian M. Pettengill","[2011.16] *dress*, Alaïa, Azzedine",Yes,40552
"68335","Accessioned","2011.17","dress","Designer: Azzedine Alaïa (French, 1940 - )","","Costume","rayon, silk, polyester","Deaccessioned Textiles Fund, and with funds provided by Sue Ellen Paxson and Ronda Kasl, Ellen W. Lee, Alba and Jerald Keys, David and Robbi Miller, Jon and Katie Zarich, Lisa Freiman and Ed Colman, R. Craig Miller","[2011.17] *dress*, Alaïa, Azzedine",Yes,40553
"68336","Accessioned","2010.27","dress","Designer: Thierry Mugler (French, 1948 - )","","Costume","acetate, rayon","E. Hardey Adriance Fine Arts Acquisition Fund in Memory of Marguerite Hardey Adriance","[2010.27] *dress*, Mugler, Thierry",Yes,80156
"68337","Accessioned","2010.30","evening dress","Designer: Gianni Versace (Italian, 1946 - 1997)","","Costume","acrylic silk, polyester, glass beads, crystal beads, rhinestones, metallic fittings","Emma Harter Sweetser Fund","[2010.30] *evening dress*, Versace, Gianni",Yes,74130
"68338","Accessioned","2010.31","cat suit","Designer: Gianni Versace (Italian, 1946 - 1997)","","Costume","silk","E. Hardey Adriance Fine Arts Acquisition Fund in Memory of Marguerite Hardey Adriance","[2010.31] *cat suit*, Versace, Gianni",Yes,39603
"68339","Accessioned","2010.34","dress","Design House: Krizia (Italian)\\Designer: Mariuccia Mandelli (Italian, 1925 - 2015)","","Costume","metallic cellulose acetate","Mr. and Mrs. William B. Ansted, Jr. Art Fund","[2010.34] *dress*, Krizia, Mandelli, Mariuccia",Yes,53809
"68340","Loan Exhibition","TR10996","Woman of the Apocalypse.","Artist: Luis d. Alcázar (Spanish, about 1566 - 1641)","","Visual Works: Prints","illustration","Andover-Harvard Theological Library, Harvard Divinity School, Harvard University","Returned - [TR10996] *Woman of the Apocalypse.*, Alcázar, Luis de",No,25935
"68341","Loan Exhibition","TR11037","Virgin of the Immaculate Conception","Artist: Bartolomé E. Murillo (Spanish, 1618 - 1682)","","Visual Works: Paintings","oil on copper","Colección Arango","Returned - [TR11037] *Virgin of the Immaculate Conception*, Murillo, Bartolomé Esteban",No,55275
"68342","Loan Exhibition","TR11020/1","Ecstasy of Mary Magdalene","","","Visual Works: Paintings","oil on canvas","Colección Barbosa-Stern","Returned - [TR11020/1] *Ecstasy of Mary Magdalene* - Peruvian",No,37571
"68343","Loan Exhibition","TR11020/2","Virgin of the Rosary; Jesuit Priest Confessing an Inca Noble","Artist, attributed to: Francisco Bejarano (Italian, 1599 - 1643)","","Visual Works: Paintings","oil on copper engraving plate","Colección Barbosa-Stern","Returned - [TR11020/2] *Virgin of the Rosary; Jesuit Priest Confessing an Inca Noble*, Bejarano, Francisco - Peruvian",No,37570
"68344","Loan Exhibition","TR11007","The Virgin and St. John the Evangelist Crowning St. John of God with Thorns","Artist: Francisco Camilo (Spanish, about 1615 - 1671)","","Visual Works: Paintings","oil on canvas","The Bowes Museum, Barnard Castle, Co. Durham","Returned - [TR11007] *The Virgin and St. John the Evangelist Crowning St. John of God with Thorns*, Camilo, Francisco",No,55090
"68345","Loan Exhibition","TR11022","Martyrdom of San Pedro Arbués","Artist: Bartolomé E. Murillo (Spanish, 1618 - 1682)","","Visual Works: Paintings","oil on canvas","Colección B.B.V.A.","Returned - [TR11022] *Martyrdom of San Pedro Arbués*, Murillo, Bartolomé Esteban",No,53114
"68346","Loan Exhibition","TR11001","Christ Child with Passion Symbols","","","Visual Works: Paintings","oil on canvas","Brooklyn Museum, Gift of Elizabeth Clare 64.207","Returned - [TR11001] *Christ Child with Passion Symbols* - Peruvian",No,50837
